profile_name,mean_x,mean_k,delta_x,delta_k,delta_p,uncertainty_product,ratio_to_hbar_over_2,C,D,S_balance,pass_fail
boundary_locked_gaussian,-1.734723475976807e-16,-1.2556326592848753e-16,3.562600500458143,0.14285088567924215,0.14285088567924215,0.508920636811757,1.017841273623514,0.28069383582894614,0.14285088567924215,0.6745492432096958,PASS
sharp_boundary_locked_gaussian,3.469446951953614e-16,6.975736996027085e-18,3.789295431001232,0.15244550896112186,0.15244550896112186,0.5776610705830364,1.1553221411660728,0.2639013025531001,0.15244550896112186,0.7323005952985343,PASS
scalar_clock_expansion_record,-2.1889206194142252e-07,-3.5883191107563324e-14,3.5346948178927047,0.1520741236537127,0.1520741236537127,0.5375356168143527,1.0750712336287054,0.2829098554527804,0.1520741236537127,0.6992171250363783,PASS
selector_phase_twisted_record,-1.734723475976807e-16,1.7999999999999923,3.562600500458143,0.14285088567929324,0.14285088567929324,0.5089206368119391,1.0178412736238782,0.28069383582894614,0.14285088567929324,0.6745492432098557,PASS
two_time_overlap_record,-3.469446951953614e-16,0.0,5.210923544929607,0.3261238264491938,0.3261238264491938,1.699406325806641,3.398812651613282,0.19190456190301228,0.3261238264491938,0.7409036501399859,PASS
asymmetric_overlap_record,-3.3064414181939923,1.395147399205417e-17,4.0305481681779805,0.32794710413223566,0.32794710413223566,1.321806599819456,2.643613199638912,0.24810521007910555,0.32794710413223566,0.8613981888740416,PASS
oscillatory_selector_record,3.469446951953614e-16,0.01249988968895333,4.0,0.4625135495448917,0.4625135495448917,1.8500541981795668,3.7001083963591337,0.2499999999999375,0.4625135495448917,0.7017410410224272,PASS
