family,parameter_name,parameter_value,mean_x,mean_k,delta_x,delta_k,delta_p,uncertainty_product,ratio_to_hbar_over_2,C,D,S_balance,pass_fail
overlap_separation_sweep,separation_d,2.5,0.0,-1.395147399205417e-17,2.2039288407342714,0.22689487981153816,0.22689487981153816,0.5000601694315852,1.0001203388631703,0.4537351576498184,0.22689487981153816,0.666720148461232,PASS
overlap_separation_sweep,separation_d,3.0,1.734723475976807e-16,1.395147399205417e-17,2.2982968619570996,0.2176640353303204,0.2176640353303204,0.5002565693605946,1.0005131387211892,0.4351048015390063,0.2176640353303204,0.666894689318815,PASS
overlap_separation_sweep,separation_d,3.5,1.734723475976807e-16,0.0,2.4126361612850933,0.20760213024032248,0.20760213024032248,0.5008684065776197,1.0017368131552393,0.41448437855915016,0.20760213024032248,0.6674381369920002,PASS
overlap_separation_sweep,separation_d,4.0,0.0,-2.790294798410834e-17,2.547515912571974,0.1972402296695984,0.1972402296695984,0.5024726236826528,1.0049452473653055,0.39253925561941105,0.1972402296695984,0.668860937314937,PASS
overlap_separation_sweep,separation_d,4.5,0.0,0.0,2.7030455052108002,0.18724795573151087,0.18724795573151087,0.5061397450999714,1.0122794901999428,0.36995307628816404,0.18724795573151087,0.6721019702815736,PASS
overlap_separation_sweep,separation_d,5.0,3.469446951953614e-16,-1.395147399205417e-17,2.8787469659213194,0.17841244761967648,0.17841244761967648,0.51360429226774,1.02720858453548,0.34737335786634893,0.17841244761967648,0.6786506815448028,PASS
overlap_separation_sweep,separation_d,5.5,-3.469446951953614e-16,-2.790294798410834e-17,3.07348288197362,0.17156435681075666,0.17156435681075666,0.5273001138146749,1.0546002276293498,0.32536377731752003,0.17156435681075666,0.6904996719973351,PASS
overlap_separation_sweep,separation_d,6.0,0.0,-2.790294798410834e-17,3.285458093144494,0.16743631633627226,0.16743631633627226,0.5501050005933074,1.1002100011866147,0.3043715584399986,0.16743631633627226,0.7097648228775957,PASS
overlap_separation_sweep,separation_d,6.5,-3.469446951953614e-16,0.0,3.512304213688988,0.16647920710526345,0.16647920710526345,0.5847256206074186,1.1694512412148372,0.2847133787848664,0.16647920710526345,0.7379518738188393,PASS
overlap_separation_sweep,separation_d,7.0,0.0,-6.975736996027085e-18,3.751242040830463,0.16871836966959786,0.16871836966959786,0.6329034413649708,1.2658068827299416,0.26657837300691745,0.16871836966959786,0.7751878345438985,PASS
overlap_separation_sweep,separation_d,7.5,-3.469446951953614e-16,-1.395147399205417e-17,3.9993005864831717,0.17374123993405396,0.17374123993405396,0.6948434427645754,1.3896868855291509,0.250043720989502,0.17374123993405396,0.8199500027349207,PASS
overlap_separation_sweep,separation_d,8.0,-3.469446951953614e-16,-1.395147399205417e-17,4.25355771650581,0.1808293933365663,0.1808293933365663,0.7691682613978159,1.5383365227956318,0.2350973153883144,0.1808293933365663,0.8695252771383967,PASS
overlap_separation_sweep,separation_d,8.5,3.469446951953614e-16,-1.395147399205417e-17,4.511361658235146,0.1891545338553475,0.1891545338553475,0.8533445115163566,1.7066890230327132,0.22166256570770704,0.1891545338553475,0.9208698180118209,PASS
overlap_separation_sweep,separation_d,9.0,0.0,-1.395147399205417e-17,4.770497934016167,0.19794453683625776,0.19794453683625776,0.9442940040271548,1.8885880080543096,0.20962172373438479,0.19794453683625776,0.9713489853606898,PASS
overlap_separation_sweep,separation_d,9.5,0.0,-2.790294798410834e-17,5.0292810072656104,0.20657805160983436,0.20657805160983436,1.038939071479275,2.07787814295855,0.19883557879449157,0.20657805160983436,0.9809022878495673,PASS
overlap_separation_sweep,separation_d,10.0,3.469446951953614e-16,0.0,5.28656852808223,0.21461472755372912,0.21461472755372912,1.1345754643484867,2.2691509286969733,0.18915861861769406,0.21461472755372912,0.9369544592842823,PASS
overlap_separation_sweep,separation_d,10.5,0.0,-1.395147399205417e-17,5.541711994579776,0.22178508145800488,0.22178508145800488,1.2290690461346783,2.4581380922693565,0.18044965183645362,0.22178508145800488,0.8972355537700702,PASS
overlap_separation_sweep,separation_d,11.0,3.469446951953614e-16,0.0,5.794466574883181,0.2279611701940167,0.2279611701940167,1.3209133810604858,2.6418267621209717,0.17257843963315775,0.2279611701940167,0.8617297036250239,PASS
overlap_separation_sweep,separation_d,11.5,0.0,-1.395147399205417e-17,6.044884031104084,0.23312158005189737,0.23312158005189737,1.409192916561467,2.818385833122934,0.16542914551450655,0.23312158005189737,0.8301535282842121,PASS
overlap_separation_sweep,separation_d,12.0,0.0,-1.395147399205417e-17,6.293208249001351,0.23731802453731013,0.23731802453731013,1.4934917496549052,2.9869834993098103,0.15890146336068378,0.23731802453731013,0.8020880759993898,PASS
overlap_separation_sweep,separation_d,12.5,0.0,0.0,6.5397859350077585,0.24064691704488528,0.24064691704488528,1.5737793233931197,3.1475586467862393,0.15291020378003561,0.24064691704488528,0.7770673972796504,PASS
overlap_separation_sweep,separation_d,13.0,6.938893903907228e-16,-2.790294798410834e-17,6.784998229303338,0.24322703423349612,0.24322703423349612,1.6502949965929736,3.3005899931859473,0.14738397361417285,0.24322703423349612,0.7546329757904444,PASS
overlap_separation_sweep,separation_d,13.5,0.0,-1.395147399205417e-17,7.029213777739494,0.24518316919329433,0.24518316919329433,1.7234449109633379,3.4468898219266757,0.14226342114771265,0.24518316919329433,0.7343640372348293,PASS
overlap_separation_sweep,separation_d,14.0,0.0,-1.395147399205417e-17,7.272760610261972,0.24663506993437204,0.24663506993437204,1.7937178217279077,3.5874356434558154,0.13749936971510485,0.24663506993437204,0.7158919145115716,PASS
overlap_separation_sweep,separation_d,14.5,1.3877787807814457e-15,0.0,7.5159127272584,0.2476907132571288,0.2476907132571288,1.8616217841929652,3.7232435683859304,0.13305103934657309,0.2476907132571288,0.6989043803935571,PASS
overlap_separation_sweep,separation_d,15.0,0.0,-1.395147399205417e-17,7.7588870768340295,0.24844292198681292,0.24844292198681292,1.9276405767343676,3.8552811534687352,0.12888446372490778,0.24844292198681292,0.6831439678408836,PASS
overlap_separation_sweep,separation_d,15.5,-6.938893903907228e-16,-2.790294798410834e-17,8.001847097121734,0.24896840178887197,0.24896840178887197,1.9922070831293228,3.9844141662586456,0.12497114576952803,0.24896840178887197,0.668402936173401,PASS
overlap_separation_sweep,separation_d,16.0,-6.938893903907228e-16,-2.790294798410834e-17,8.244909798878952,0.24932839763960607,0.24932839763960607,2.055690148837576,4.111380297675152,0.12128695454446903,0.24932839763960607,0.6545166239330618,PASS
overlap_separation_sweep,separation_d,16.5,1.3877787807814457e-15,-2.790294798410834e-17,8.488154215023952,0.249570317559403,0.249570317559403,2.1183913429367127,4.236782685873425,0.1178112431357446,0.249570317559403,0.6413563212753806,PASS
overlap_separation_sweep,separation_d,17.0,0.0,-1.395147399205417e-17,8.731629802203932,0.24972982284410483,0.24972982284410483,2.180548363644694,4.361096727289388,0.1145261563594322,0.24972982284410483,0.6288223826004704,PASS
overlap_separation_sweep,separation_d,17.5,-1.3877787807814457e-15,0.0,8.975363983672773,0.24983302672142355,0.24983302672142355,2.2423423499674224,4.484684699934845,0.11141609430202545,0.24983302672142355,0.6168380091088714,PASS
overlap_separation_sweep,separation_d,18.0,0.0,-1.395147399205417e-17,9.219368462152351,0.24989856820222564,0.24989856820222564,2.3039069784206276,4.607813956841255,0.1084672994799073,0.24989856820222564,0.6053439195069441,PASS
overlap_separation_sweep,separation_d,18.5,-6.938893903907228e-16,-2.790294798410834e-17,9.463644222984533,0.24993942951332276,0.24993942951332276,2.3653378382098067,4.730675676419613,0.10566753952681096,0.24993942951332276,0.5942939746779158,PASS
